,sales,date,region
11566,1797.0,2019-03-26,east
11567,1557.0,2019-03-26,west
11592,1668.0,2019-03-27,north
11593,1575.0,2019-03-27,south
11594,1608.0,2019-03-27,east
11595,1527.0,2019-03-27,west
11620,1518.0,2019-03-28,north
11621,1509.0,2019-03-28,south
11622,1767.0,2019-03-28,east
11623,1557.0,2019-03-28,west
11648,1605.0,2019-03-29,north
11649,1686.0,2019-03-29,south
11650,1656.0,2019-03-29,east
11651,1653.0,2019-03-29,west
11676,1722.0,2019-03-30,north
11677,1593.0,2019-03-30,south
11678,1557.0,2019-03-30,east
11679,1710.0,2019-03-30,west
11704,1785.0,2019-03-31,north
11705,1710.0,2019-03-31,south
11706,1653.0,2019-03-31,east
11707,1572.0,2019-03-31,west
11732,1512.0,2019-04-01,north
11733,1794.0,2019-04-01,south
11734,1569.0,2019-04-01,east
11735,1608.0,2019-04-01,west
11760,1623.0,2019-04-02,north
11761,1791.0,2019-04-02,south
11762,1785.0,2019-04-02,east
11763,1629.0,2019-04-02,west
11788,1539.0,2019-04-03,north
11789,1626.0,2019-04-03,south
11790,1695.0,2019-04-03,east
11791,1518.0,2019-04-03,west
11816,1530.0,2019-04-04,north
11817,1683.0,2019-04-04,south
11818,1662.0,2019-04-04,east
11819,1632.0,2019-04-04,west
11844,1614.0,2019-04-05,north
11845,1605.0,2019-04-05,south
11846,1662.0,2019-04-05,east
11847,1713.0,2019-04-05,west
11872,1749.0,2019-04-06,north
11873,1713.0,2019-04-06,south
11874,1716.0,2019-04-06,east
11875,1557.0,2019-04-06,west
11900,1605.0,2019-04-07,north
11901,1635.0,2019-04-07,south
11902,1518.0,2019-04-07,east
11903,1632.0,2019-04-07,west
11928,1713.0,2019-04-08,north
11929,1779.0,2019-04-08,south
11930,1743.0,2019-04-08,east
11931,1575.0,2019-04-08,west
11956,1728.0,2019-04-09,north
11957,1719.0,2019-04-09,south
11958,1755.0,2019-04-09,east
11959,1617.0,2019-04-09,west
11984,1542.0,2019-04-10,north
11985,1626.0,2019-04-10,south
11986,1509.0,2019-04-10,east
11987,1638.0,2019-04-10,west
12012,1581.0,2019-04-11,north
12013,1680.0,2019-04-11,south
12014,1569.0,2019-04-11,east
12015,1635.0,2019-04-11,west
12040,1539.0,2019-04-12,north
12041,1587.0,2019-04-12,south
12042,1593.0,2019-04-12,east
12043,1581.0,2019-04-12,west
12068,1515.0,2019-04-13,north
12069,1611.0,2019-04-13,south
12070,1644.0,2019-04-13,east
12071,1794.0,2019-04-13,west
12096,1500.0,2019-04-14,north
12097,1737.0,2019-04-14,south
12098,1722.0,2019-04-14,east
12099,1764.0,2019-04-14,west
12124,1530.0,2019-04-15,north
12125,1602.0,2019-04-15,south
12126,1524.0,2019-04-15,east
12127,1770.0,2019-04-15,west
12152,1596.0,2019-04-16,north
12153,1668.0,2019-04-16,south
12154,1584.0,2019-04-16,east
12155,1713.0,2019-04-16,west
12180,1569.0,2019-04-17,north
12181,1686.0,2019-04-17,south
12182,1647.0,2019-04-17,east
12183,1509.0,2019-04-17,west
12208,1590.0,2019-04-18,north
12209,1650.0,2019-04-18,south
12210,1557.0,2019-04-18,east
12211,1575.0,2019-04-18,west
12236,1773.0,2019-04-19,north
12237,1629.0,2019-04-19,south
12238,1524.0,2019-04-19,east
12239,1512.0,2019-04-19,west
12264,1521.0,2019-04-20,north
12265,1653.0,2019-04-20,south
12266,1584.0,2019-04-20,east
12267,1713.0,2019-04-20,west
12292,1683.0,2019-04-21,north
12293,1749.0,2019-04-21,south
12294,1545.0,2019-04-21,east
12295,1629.0,2019-04-21,west
12320,1533.0,2019-04-22,north
12321,1587.0,2019-04-22,south
12322,1671.0,2019-04-22,east
12323,1650.0,2019-04-22,west
12348,1668.0,2019-04-23,north
12349,1674.0,2019-04-23,south
12350,1728.0,2019-04-23,east
12351,1518.0,2019-04-23,west
12376,1554.0,2019-04-24,north
12377,1719.0,2019-04-24,south
12378,1746.0,2019-04-24,east
12379,1665.0,2019-04-24,west
12404,1503.0,2019-04-25,north
12405,1692.0,2019-04-25,south
12406,1725.0,2019-04-25,east
12407,1764.0,2019-04-25,west
12432,1710.0,2019-04-26,north
12433,1635.0,2019-04-26,south
12434,1764.0,2019-04-26,east
12435,1758.0,2019-04-26,west
12460,1740.0,2019-04-27,north
12461,1776.0,2019-04-27,south
12462,1740.0,2019-04-27,east
12463,1620.0,2019-04-27,west
12488,1566.0,2019-04-28,north
12489,1704.0,2019-04-28,south
12490,1578.0,2019-04-28,east
12491,1503.0,2019-04-28,west
12516,1602.0,2019-04-29,north
12517,1791.0,2019-04-29,south
12518,1752.0,2019-04-29,east
12519,1800.0,2019-04-29,west
12544,1719.0,2019-04-30,north
12545,1767.0,2019-04-30,south
12546,1500.0,2019-04-30,east
12547,1623.0,2019-04-30,west
12572,1665.0,2019-05-01,north
12573,1800.0,2019-05-01,south
12574,1731.0,2019-05-01,east
12575,1542.0,2019-05-01,west
12600,1575.0,2019-05-02,north
12601,1548.0,2019-05-02,south
12602,1797.0,2019-05-02,east
12603,1521.0,2019-05-02,west
12628,1560.0,2019-05-03,north
12629,1521.0,2019-05-03,south
12630,1605.0,2019-05-03,east
12631,1740.0,2019-05-03,west
12656,1617.0,2019-05-04,north
12657,1743.0,2019-05-04,south
12658,1629.0,2019-05-04,east
12659,1749.0,2019-05-04,west
12684,1512.0,2019-05-05,north
12685,1746.0,2019-05-05,south
12686,1530.0,2019-05-05,east
12687,1611.0,2019-05-05,west
12712,1569.0,2019-05-06,north
12713,1689.0,2019-05-06,south
12714,1557.0,2019-05-06,east
12715,1560.0,2019-05-06,west
12740,1650.0,2019-05-07,north
12741,1695.0,2019-05-07,south
12742,1620.0,2019-05-07,east
12743,1644.0,2019-05-07,west
12768,1800.0,2019-05-08,north
12769,1515.0,2019-05-08,south
12770,1785.0,2019-05-08,east
12771,1650.0,2019-05-08,west
12796,1797.0,2019-05-09,north
12797,1641.0,2019-05-09,south
12798,1665.0,2019-05-09,east
12799,1767.0,2019-05-09,west
12824,1500.0,2019-05-10,north
12825,1788.0,2019-05-10,south
12826,1725.0,2019-05-10,east
12827,1557.0,2019-05-10,west
12852,1503.0,2019-05-11,north
12853,1518.0,2019-05-11,south
12854,1650.0,2019-05-11,east
12855,1614.0,2019-05-11,west
12880,1743.0,2019-05-12,north
12881,1524.0,2019-05-12,south
12882,1761.0,2019-05-12,east
12883,1743.0,2019-05-12,west
12908,1563.0,2019-05-13,north
12909,1716.0,2019-05-13,south
12910,1560.0,2019-05-13,east
12911,1614.0,2019-05-13,west
12936,1617.0,2019-05-14,north
12937,1761.0,2019-05-14,south
12938,1635.0,2019-05-14,east
12939,1614.0,2019-05-14,west
12964,1509.0,2019-05-15,north
12965,1650.0,2019-05-15,south
12966,1755.0,2019-05-15,east
12967,1569.0,2019-05-15,west
12992,1605.0,2019-05-16,north
12993,1695.0,2019-05-16,south
12994,1662.0,2019-05-16,east
12995,1605.0,2019-05-16,west
13020,1731.0,2019-05-17,north
13021,1590.0,2019-05-17,south
13022,1620.0,2019-05-17,east
13023,1752.0,2019-05-17,west
13048,1533.0,2019-05-18,north
13049,1737.0,2019-05-18,south
13050,1608.0,2019-05-18,east
13051,1662.0,2019-05-18,west
13076,1797.0,2019-05-19,north
13077,1728.0,2019-05-19,south
13078,1686.0,2019-05-19,east
13079,1650.0,2019-05-19,west
13104,1695.0,2019-05-20,north
13105,1752.0,2019-05-20,south
13106,1785.0,2019-05-20,east
13107,1668.0,2019-05-20,west
13132,1515.0,2019-05-21,north
13133,1683.0,2019-05-21,south
13134,1794.0,2019-05-21,east
13135,1533.0,2019-05-21,west
13160,1599.0,2019-05-22,north
13161,1761.0,2019-05-22,south
13162,1761.0,2019-05-22,east
13163,1722.0,2019-05-22,west
13188,1626.0,2019-05-23,north
13189,1668.0,2019-05-23,south
13190,1641.0,2019-05-23,east
13191,1740.0,2019-05-23,west
13216,1650.0,2019-05-24,north
13217,1623.0,2019-05-24,south
13218,1653.0,2019-05-24,east
13219,1773.0,2019-05-24,west
13244,1788.0,2019-05-25,north
13245,1581.0,2019-05-25,south
13246,1677.0,2019-05-25,east
13247,1569.0,2019-05-25,west
13272,1791.0,2019-05-26,north
13273,1617.0,2019-05-26,south
13274,1638.0,2019-05-26,east
13275,1542.0,2019-05-26,west
13300,1590.0,2019-05-27,north
13301,1704.0,2019-05-27,south
13302,1680.0,2019-05-27,east
13303,1527.0,2019-05-27,west
13328,1635.0,2019-05-28,north
13329,1755.0,2019-05-28,south
13330,1560.0,2019-05-28,east
13331,1533.0,2019-05-28,west
13356,1599.0,2019-05-29,north
13357,1677.0,2019-05-29,south
13358,1581.0,2019-05-29,east
13359,1680.0,2019-05-29,west
13384,1692.0,2019-05-30,north
13385,1644.0,2019-05-30,south
13386,1716.0,2019-05-30,east
13387,1761.0,2019-05-30,west
13412,1716.0,2019-05-31,north
13413,1764.0,2019-05-31,south
13414,1677.0,2019-05-31,east
13415,1605.0,2019-05-31,west
13440,1680.0,2019-06-01,north
13441,1695.0,2019-06-01,south
13442,1548.0,2019-06-01,east
13443,1689.0,2019-06-01,west
13468,1755.0,2019-06-02,north
13469,1707.0,2019-06-02,south
13470,1557.0,2019-06-02,east
13471,1644.0,2019-06-02,west
13496,1719.0,2019-06-03,north
13497,1680.0,2019-06-03,south
13498,1581.0,2019-06-03,east
13499,1749.0,2019-06-03,west
13524,1602.0,2019-06-04,north
13525,1704.0,2019-06-04,south
13526,1602.0,2019-06-04,east
13527,1554.0,2019-06-04,west
13552,1632.0,2019-06-05,north
13553,1560.0,2019-06-05,south
13554,1647.0,2019-06-05,east
13555,1560.0,2019-06-05,west
13580,1662.0,2019-06-06,north
13581,1545.0,2019-06-06,south
13582,1614.0,2019-06-06,east
13583,1746.0,2019-06-06,west
13608,1713.0,2019-06-07,north
13609,1668.0,2019-06-07,south
13610,1503.0,2019-06-07,east
13611,1758.0,2019-06-07,west
13636,1656.0,2019-06-08,north
13637,1560.0,2019-06-08,south
13638,1710.0,2019-06-08,east
13639,1677.0,2019-06-08,west
13664,1782.0,2019-06-09,north
13665,1665.0,2019-06-09,south
13666,1782.0,2019-06-09,east
13667,1797.0,2019-06-09,west
13692,1698.0,2019-06-10,north
13693,1689.0,2019-06-10,south
13694,1623.0,2019-06-10,east
13695,1767.0,2019-06-10,west
13720,1638.0,2018-02-06,north
13721,1647.0,2018-02-06,south
13722,1731.0,2018-02-06,east
13723,1557.0,2018-02-06,west
13748,1587.0,2018-02-07,north
13749,1698.0,2018-02-07,south
13750,1542.0,2018-02-07,east
13751,1635.0,2018-02-07,west
13776,1602.0,2018-02-08,north
13777,1536.0,2018-02-08,south
13778,1503.0,2018-02-08,east
13779,1701.0,2018-02-08,west
13804,1758.0,2018-02-09,north
13805,1662.0,2018-02-09,south
13806,1782.0,2018-02-09,east
13807,1515.0,2018-02-09,west
13832,1662.0,2018-02-10,north
13833,1557.0,2018-02-10,south
13834,1650.0,2018-02-10,east
13835,1674.0,2018-02-10,west
13860,1554.0,2018-02-11,north
13861,1587.0,2018-02-11,south
13862,1563.0,2018-02-11,east
13863,1764.0,2018-02-11,west
13888,1758.0,2018-02-12,north
13889,1608.0,2018-02-12,south
13890,1569.0,2018-02-12,east
13891,1653.0,2018-02-12,west
13916,1572.0,2018-02-13,north
13917,1716.0,2018-02-13,south
13918,1773.0,2018-02-13,east
13919,1725.0,2018-02-13,west
13944,1767.0,2018-02-14,north
13945,1710.0,2018-02-14,south
13946,1698.0,2018-02-14,east
13947,1512.0,2018-02-14,west
13972,1746.0,2018-02-15,north
13973,1734.0,2018-02-15,south
13974,1524.0,2018-02-15,east
13975,1614.0,2018-02-15,west
14000,1578.0,2018-02-16,north
14001,1782.0,2018-02-16,south
14002,1527.0,2018-02-16,east
14003,1752.0,2018-02-16,west
14028,1785.0,2018-02-17,north
14029,1689.0,2018-02-17,south
14030,1641.0,2018-02-17,east
14031,1575.0,2018-02-17,west
14056,1644.0,2018-02-18,north
14057,1674.0,2018-02-18,south
14058,1551.0,2018-02-18,east
14059,1737.0,2018-02-18,west
14084,1563.0,2018-02-19,north
14085,1647.0,2018-02-19,south
14086,1605.0,2018-02-19,east
14087,1539.0,2018-02-19,west
14112,1698.0,2018-02-20,north
14113,1575.0,2018-02-20,south
14114,1500.0,2018-02-20,east
14115,1551.0,2018-02-20,west
14140,1737.0,2018-02-21,north
14141,1542.0,2018-02-21,south
14142,1665.0,2018-02-21,east
14143,1548.0,2018-02-21,west
14168,1635.0,2018-02-22,north
14169,1632.0,2018-02-22,south
14170,1668.0,2018-02-22,east
14171,1764.0,2018-02-22,west
14196,1533.0,2018-02-23,north
14197,1563.0,2018-02-23,south
14198,1641.0,2018-02-23,east
14199,1773.0,2018-02-23,west
14224,1629.0,2018-02-24,north
14225,1698.0,2018-02-24,south
14226,1725.0,2018-02-24,east
14227,1722.0,2018-02-24,west
14252,1596.0,2018-02-25,north
14253,1710.0,2018-02-25,south
14254,1635.0,2018-02-25,east
14255,1659.0,2018-02-25,west
14280,1686.0,2018-02-26,north
14281,1533.0,2018-02-26,south
14282,1524.0,2018-02-26,east
14283,1530.0,2018-02-26,west
14308,1665.0,2018-02-27,north
14309,1695.0,2018-02-27,south
14310,1578.0,2018-02-27,east
14311,1620.0,2018-02-27,west
14336,1767.0,2018-02-28,north
14337,1593.0,2018-02-28,south
14338,1743.0,2018-02-28,east
14339,1557.0,2018-02-28,west
14364,1668.0,2018-03-01,north
14365,1782.0,2018-03-01,south
14366,1527.0,2018-03-01,east
14367,1668.0,2018-03-01,west
14392,1635.0,2018-03-02,north
14393,1569.0,2018-03-02,south
14394,1746.0,2018-03-02,east
14395,1773.0,2018-03-02,west
14420,1539.0,2018-03-03,north
14421,1500.0,2018-03-03,south
14422,1569.0,2018-03-03,east
14423,1557.0,2018-03-03,west
14448,1773.0,2018-03-04,north
14449,1644.0,2018-03-04,south
14450,1614.0,2018-03-04,east
14451,1674.0,2018-03-04,west
14476,1533.0,2018-03-05,north
14477,1653.0,2018-03-05,south
14478,1557.0,2018-03-05,east
14479,1746.0,2018-03-05,west
14504,1719.0,2018-03-06,north
14505,1719.0,2018-03-06,south
14506,1659.0,2018-03-06,east
14507,1800.0,2018-03-06,west
14532,1581.0,2018-03-07,north
14533,1602.0,2018-03-07,south
14534,1608.0,2018-03-07,east
14535,1650.0,2018-03-07,west
14560,1611.0,2018-03-08,north
14561,1530.0,2018-03-08,south
14562,1698.0,2018-03-08,east
14563,1668.0,2018-03-08,west
14588,1746.0,2018-03-09,north
14589,1524.0,2018-03-09,south
14590,1506.0,2018-03-09,east
14591,1704.0,2018-03-09,west
14616,1788.0,2018-03-10,north
14617,1719.0,2018-03-10,south
14618,1746.0,2018-03-10,east
14619,1584.0,2018-03-10,west
14644,1692.0,2018-03-11,north
14645,1635.0,2018-03-11,south
14646,1608.0,2018-03-11,east
14647,1590.0,2018-03-11,west
14672,1599.0,2018-03-12,north
14673,1518.0,2018-03-12,south
14674,1602.0,2018-03-12,east
14675,1659.0,2018-03-12,west
14700,1644.0,2018-03-13,north
14701,1611.0,2018-03-13,south
14702,1554.0,2018-03-13,east
14703,1515.0,2018-03-13,west
14728,1515.0,2018-03-14,north
14729,1632.0,2018-03-14,south
14730,1512.0,2018-03-14,east
14731,1776.0,2018-03-14,west
14756,1677.0,2018-03-15,north
14757,1503.0,2018-03-15,south
14758,1605.0,2018-03-15,east
14759,1647.0,2018-03-15,west
14784,1506.0,2018-03-16,north
14785,1737.0,2018-03-16,south
14786,1590.0,2018-03-16,east
14787,1767.0,2018-03-16,west
14812,1593.0,2018-03-17,north
14813,1614.0,2018-03-17,south
14814,1710.0,2018-03-17,east
14815,1662.0,2018-03-17,west
14840,1650.0,2018-03-18,north
14841,1755.0,2018-03-18,south
14842,1698.0,2018-03-18,east
14843,1659.0,2018-03-18,west
14868,1683.0,2018-03-19,north
14869,1509.0,2018-03-19,south
14870,1500.0,2018-03-19,east
14871,1545.0,2018-03-19,west
14896,1647.0,2018-03-20,north
14897,1614.0,2018-03-20,south
14898,1629.0,2018-03-20,east
14899,1677.0,2018-03-20,west
14924,1743.0,2018-03-21,north
14925,1569.0,2018-03-21,south
14926,1593.0,2018-03-21,east
14927,1578.0,2018-03-21,west
14952,1578.0,2018-03-22,north
14953,1581.0,2018-03-22,south
14954,1653.0,2018-03-22,east
14955,1578.0,2018-03-22,west
14980,1761.0,2018-03-23,north
14981,1611.0,2018-03-23,south
14982,1749.0,2018-03-23,east
14983,1764.0,2018-03-23,west
15008,1716.0,2018-03-24,north
15009,1710.0,2018-03-24,south
15010,1800.0,2018-03-24,east
15011,1728.0,2018-03-24,west
15036,1743.0,2018-03-25,north
15037,1764.0,2018-03-25,south
15038,1740.0,2018-03-25,east
15039,1707.0,2018-03-25,west
15064,1509.0,2018-03-26,north
15065,1641.0,2018-03-26,south
15066,1533.0,2018-03-26,east
15067,1752.0,2018-03-26,west
15092,1767.0,2018-03-27,north
15093,1590.0,2018-03-27,south
15094,1533.0,2018-03-27,east
15095,1704.0,2018-03-27,west
15120,1671.0,2018-03-28,north
15121,1527.0,2018-03-28,south
15122,1524.0,2018-03-28,east
15123,1629.0,2018-03-28,west
15148,1722.0,2018-03-29,north
15149,1557.0,2018-03-29,south
15150,1686.0,2018-03-29,east
15151,1779.0,2018-03-29,west
15176,1734.0,2018-03-30,north
15177,1776.0,2018-03-30,south
15178,1554.0,2018-03-30,east
15179,1725.0,2018-03-30,west
15204,1617.0,2018-03-31,north
15205,1635.0,2018-03-31,south
15206,1605.0,2018-03-31,east
15207,1785.0,2018-03-31,west
15232,1761.0,2018-04-01,north
15233,1530.0,2018-04-01,south
15234,1710.0,2018-04-01,east
15235,1506.0,2018-04-01,west
15260,1509.0,2018-04-02,north
15261,1797.0,2018-04-02,south
15262,1662.0,2018-04-02,east
15263,1530.0,2018-04-02,west
15288,1767.0,2018-04-03,north
15289,1767.0,2018-04-03,south
15290,1614.0,2018-04-03,east
15291,1533.0,2018-04-03,west
15316,1767.0,2018-04-04,north
15317,1761.0,2018-04-04,south
15318,1566.0,2018-04-04,east
15319,1623.0,2018-04-04,west
15344,1506.0,2018-04-05,north
15345,1512.0,2018-04-05,south
15346,1692.0,2018-04-05,east
15347,1749.0,2018-04-05,west
15372,1701.0,2018-04-06,north
15373,1752.0,2018-04-06,south
15374,1632.0,2018-04-06,east
15375,1515.0,2018-04-06,west
15400,1725.0,2018-04-07,north
15401,1611.0,2018-04-07,south
15402,1788.0,2018-04-07,east
15403,1617.0,2018-04-07,west
15428,1656.0,2018-04-08,north
15429,1674.0,2018-04-08,south
15430,1557.0,2018-04-08,east
15431,1701.0,2018-04-08,west
15456,1686.0,2018-04-09,north
15457,1782.0,2018-04-09,south
15458,1641.0,2018-04-09,east
15459,1557.0,2018-04-09,west
15484,1686.0,2018-04-10,north
15485,1527.0,2018-04-10,south
15486,1698.0,2018-04-10,east
15487,1728.0,2018-04-10,west
15512,1671.0,2018-04-11,north
15513,1527.0,2018-04-11,south
15514,1581.0,2018-04-11,east
15515,1764.0,2018-04-11,west
15540,1653.0,2018-04-12,north
15541,1626.0,2018-04-12,south
15542,1782.0,2018-04-12,east
15543,1749.0,2018-04-12,west
15568,1539.0,2018-04-13,north
15569,1752.0,2018-04-13,south
15570,1674.0,2018-04-13,east
15571,1749.0,2018-04-13,west
15596,1569.0,2018-04-14,north
15597,1794.0,2018-04-14,south
15598,1674.0,2018-04-14,east
15599,1638.0,2018-04-14,west
15624,1515.0,2018-04-15,north
15625,1527.0,2018-04-15,south
15626,1602.0,2018-04-15,east
15627,1653.0,2018-04-15,west
15652,1602.0,2018-04-16,north
15653,1707.0,2018-04-16,south
15654,1548.0,2018-04-16,east
15655,1527.0,2018-04-16,west
15680,1599.0,2018-04-17,north
15681,1728.0,2018-04-17,south
15682,1704.0,2018-04-17,east
15683,1539.0,2018-04-17,west
15708,1545.0,2018-04-18,north
15709,1797.0,2018-04-18,south
15710,1515.0,2018-04-18,east
15711,1719.0,2018-04-18,west
15736,1713.0,2018-04-19,north
15737,1674.0,2018-04-19,south
15738,1767.0,2018-04-19,east
15739,1767.0,2018-04-19,west
15764,1668.0,2018-04-20,north
15765,1620.0,2018-04-20,south
15766,1677.0,2018-04-20,east
15767,1509.0,2018-04-20,west
15792,1683.0,2018-04-21,north
15793,1743.0,2018-04-21,south
15794,1644.0,2018-04-21,east
15795,1578.0,2018-04-21,west
15820,1572.0,2018-04-22,north
15821,1545.0,2018-04-22,south
15822,1557.0,2018-04-22,east
15823,1626.0,2018-04-22,west
15848,1710.0,2018-04-23,north
15849,1659.0,2018-04-23,south
15850,1665.0,2018-04-23,east
15851,1521.0,2018-04-23,west
15876,1503.0,2018-04-24,north
15877,1650.0,2018-04-24,south
15878,1689.0,2018-04-24,east
15879,1743.0,2018-04-24,west
15904,1623.0,2018-04-25,north
15905,1503.0,2018-04-25,south
15906,1758.0,2018-04-25,east
15907,1557.0,2018-04-25,west
15932,1713.0,2018-04-26,north
15933,1734.0,2018-04-26,south
15934,1740.0,2018-04-26,east
15935,1563.0,2018-04-26,west
15960,1716.0,2018-04-27,north
15961,1791.0,2018-04-27,south
15962,1674.0,2018-04-27,east
15963,1716.0,2018-04-27,west
15988,1632.0,2018-04-28,north
15989,1641.0,2018-04-28,south
15990,1584.0,2018-04-28,east
15991,1590.0,2018-04-28,west
16016,1713.0,2018-04-29,north
16017,1593.0,2018-04-29,south
16018,1740.0,2018-04-29,east
16019,1638.0,2018-04-29,west
16044,1653.0,2018-04-30,north
16045,1590.0,2018-04-30,south
16046,1593.0,2018-04-30,east
16047,1602.0,2018-04-30,west
16072,1785.0,2018-05-01,north
16073,1764.0,2018-05-01,south
16074,1506.0,2018-05-01,east
16075,1536.0,2018-05-01,west
16100,1623.0,2018-05-02,north
16101,1674.0,2018-05-02,south
16102,1791.0,2018-05-02,east
16103,1653.0,2018-05-02,west
16128,1785.0,2018-05-03,north
16129,1569.0,2018-05-03,south
16130,1500.0,2018-05-03,east
16131,1770.0,2018-05-03,west
16156,1653.0,2018-05-04,north
16157,1590.0,2018-05-04,south
16158,1671.0,2018-05-04,east
16159,1629.0,2018-05-04,west
16184,1578.0,2018-05-05,north
16185,1665.0,2018-05-05,south
16186,1575.0,2018-05-05,east
16187,1587.0,2018-05-05,west
16212,1674.0,2018-05-06,north
16213,1785.0,2018-05-06,south
16214,1719.0,2018-05-06,east
16215,1617.0,2018-05-06,west
16240,1794.0,2018-05-07,north
16241,1563.0,2018-05-07,south
16242,1728.0,2018-05-07,east
16243,1740.0,2018-05-07,west
16268,1617.0,2018-05-08,north
16269,1650.0,2018-05-08,south
16270,1728.0,2018-05-08,east
16271,1635.0,2018-05-08,west
16296,1584.0,2018-05-09,north
16297,1647.0,2018-05-09,south
16298,1551.0,2018-05-09,east
16299,1512.0,2018-05-09,west
16324,1737.0,2018-05-10,north
16325,1551.0,2018-05-10,south
16326,1515.0,2018-05-10,east
16327,1716.0,2018-05-10,west
16352,1746.0,2018-05-11,north
16353,1677.0,2018-05-11,south
16354,1584.0,2018-05-11,east
16355,1617.0,2018-05-11,west
16380,1743.0,2018-05-12,north
16381,1533.0,2018-05-12,south
16382,1521.0,2018-05-12,east
16383,1578.0,2018-05-12,west
16408,1545.0,2018-05-13,north
16409,1713.0,2018-05-13,south
16410,1665.0,2018-05-13,east
16411,1644.0,2018-05-13,west
16436,1776.0,2018-05-14,north
16437,1560.0,2018-05-14,south
16438,1644.0,2018-05-14,east
16439,1503.0,2018-05-14,west
16464,1800.0,2018-05-15,north
16465,1758.0,2018-05-15,south
16466,1701.0,2018-05-15,east
16467,1671.0,2018-05-15,west
16492,1593.0,2018-05-16,north
16493,1617.0,2018-05-16,south
16494,1626.0,2018-05-16,east
16495,1629.0,2018-05-16,west
16520,1728.0,2018-05-17,north
16521,1506.0,2018-05-17,south
16522,1590.0,2018-05-17,east
16523,1626.0,2018-05-17,west
16548,1782.0,2018-05-18,north
16549,1572.0,2018-05-18,south
16550,1539.0,2018-05-18,east
16551,1509.0,2018-05-18,west
16576,1788.0,2018-05-19,north
16577,1713.0,2018-05-19,south
16578,1626.0,2018-05-19,east
16579,1629.0,2018-05-19,west
16604,1548.0,2018-05-20,north
16605,1716.0,2018-05-20,south
16606,1752.0,2018-05-20,east
16607,1638.0,2018-05-20,west
16632,1575.0,2018-05-21,north
16633,1671.0,2018-05-21,south
16634,1626.0,2018-05-21,east
16635,1572.0,2018-05-21,west
16660,1572.0,2018-05-22,north
16661,1569.0,2018-05-22,south
16662,1581.0,2018-05-22,east
16663,1521.0,2018-05-22,west
16688,1641.0,2018-05-23,north
16689,1692.0,2018-05-23,south
16690,1713.0,2018-05-23,east
16691,1563.0,2018-05-23,west
16716,1524.0,2018-05-24,north
16717,1533.0,2018-05-24,south
16718,1695.0,2018-05-24,east
16719,1533.0,2018-05-24,west
16744,1599.0,2018-05-25,north
16745,1665.0,2018-05-25,south
16746,1713.0,2018-05-25,east
16747,1644.0,2018-05-25,west
16772,1776.0,2018-05-26,north
16773,1530.0,2018-05-26,south
16774,1650.0,2018-05-26,east
16775,1512.0,2018-05-26,west
16800,1629.0,2018-05-27,north
16801,1707.0,2018-05-27,south
16802,1521.0,2018-05-27,east
16803,1761.0,2018-05-27,west
16828,1755.0,2018-05-28,north
16829,1659.0,2018-05-28,south
16830,1800.0,2018-05-28,east
16831,1539.0,2018-05-28,west
16856,1713.0,2018-05-29,north
16857,1752.0,2018-05-29,south
16858,1629.0,2018-05-29,east
16859,1635.0,2018-05-29,west
16884,1674.0,2018-05-30,north
16885,1701.0,2018-05-30,south
16886,1614.0,2018-05-30,east
16887,1794.0,2018-05-30,west
16912,1725.0,2018-05-31,north
16913,1659.0,2018-05-31,south
16914,1536.0,2018-05-31,east
16915,1620.0,2018-05-31,west
16940,1794.0,2018-06-01,north
16941,1623.0,2018-06-01,south
16942,1665.0,2018-06-01,east
16943,1671.0,2018-06-01,west
16968,1752.0,2018-06-02,north
16969,1707.0,2018-06-02,south
16970,1797.0,2018-06-02,east
16971,1668.0,2018-06-02,west
16996,1596.0,2018-06-03,north
16997,1503.0,2018-06-03,south
16998,1578.0,2018-06-03,east
16999,1680.0,2018-06-03,west
17024,1608.0,2018-06-04,north
17025,1683.0,2018-06-04,south
17026,1572.0,2018-06-04,east
17027,1656.0,2018-06-04,west
17052,1713.0,2018-06-05,north
17053,1698.0,2018-06-05,south
17054,1557.0,2018-06-05,east
17055,1782.0,2018-06-05,west
17080,1695.0,2018-06-06,north
17081,1680.0,2018-06-06,south
17082,1761.0,2018-06-06,east
17083,1659.0,2018-06-06,west
17108,1518.0,2018-06-07,north
17109,1572.0,2018-06-07,south
17110,1785.0,2018-06-07,east
17111,1557.0,2018-06-07,west
17136,1719.0,2018-06-08,north
17137,1677.0,2018-06-08,south
17138,1695.0,2018-06-08,east
17139,1602.0,2018-06-08,west
17164,1782.0,2018-06-09,north
17165,1773.0,2018-06-09,south
17166,1656.0,2018-06-09,east
17167,1665.0,2018-06-09,west
17192,1578.0,2018-06-10,north
17193,1641.0,2018-06-10,south
17194,1737.0,2018-06-10,east
17195,1557.0,2018-06-10,west
17220,1788.0,2018-06-11,north
17221,1677.0,2018-06-11,south
17222,1698.0,2018-06-11,east
17223,1728.0,2018-06-11,west
17248,1776.0,2018-06-12,north
17249,1551.0,2018-06-12,south
17250,1548.0,2018-06-12,east
17251,1542.0,2018-06-12,west
17276,1683.0,2018-06-13,north
17277,1683.0,2018-06-13,south
17278,1572.0,2018-06-13,east
17279,1683.0,2018-06-13,west
17304,1761.0,2018-06-14,north
17305,1668.0,2018-06-14,south
17306,1599.0,2018-06-14,east
17307,1593.0,2018-06-14,west
17332,1623.0,2018-06-15,north
